来源：人民日报语料库			
制作：北京语言大学-汉语国际教育技术研发中心 http://nlp.blcu.edu.cn			
汉字	出现次数	频率	累计频率
抖	1313	0.0000073139 	0.9924660694 
冤	1311	0.0000073027 	0.9924733721 
蛙	1306	0.0000072749 	0.9924806470 
秆	1306	0.0000072749 	0.9924879219 
墅	1299	0.0000072359 	0.9924951578 
痪	1295	0.0000072136 	0.9925023714 
扛	1293	0.0000072025 	0.9925095739 
籽	1292	0.0000071969 	0.9925167708 
穗	1291	0.0000071913 	0.9925239621 
糟	1287	0.0000071690 	0.9925311311 
逛	1282	0.0000071412 	0.9925382723 
陡	1270	0.0000070743 	0.9925453466 
喘	1268	0.0000070632 	0.9925524098 
裸	1267	0.0000070576 	0.9925594674 
躬	1267	0.0000070576 	0.9925665250 
稚	1266	0.0000070521 	0.9925735771 
颤	1265	0.0000070465 	0.9925806236 
矩	1263	0.0000070354 	0.9925876590 
徊	1263	0.0000070354 	0.9925946944 
凿	1258	0.0000070075 	0.9926017019 
铲	1257	0.0000070019 	0.9926087038 
宠	1256	0.0000069964 	0.9926157002 
徘	1250	0.0000069629 	0.9926226631 
琢	1249	0.0000069574 	0.9926296205 
秽	1247	0.0000069462 	0.9926365667 
俯	1240	0.0000069072 	0.9926434739 
吵	1229	0.0000068460 	0.9926503199 
犬	1226	0.0000068293 	0.9926571492 
犁	1223	0.0000068125 	0.9926639617 
扳	1218	0.0000067847 	0.9926707464 
匾	1216	0.0000067735 	0.9926775199 
谜	1215	0.0000067680 	0.9926842879 
熬	1215	0.0000067680 	0.9926910559 
宵	1215	0.0000067680 	0.9926978239 
叮	1212	0.0000067513 	0.9927045752 
侈	1210	0.0000067401 	0.9927113153 
懒	1208	0.0000067290 	0.9927180443 
卵	1203	0.0000067011 	0.9927247454 
媚	1203	0.0000067011 	0.9927314465 
斧	1203	0.0000067011 	0.9927381476 
帘	1202	0.0000066956 	0.9927448432 
哗	1201	0.0000066900 	0.9927515332 
蕉	1200	0.0000066844 	0.9927582176 
瞧	1199	0.0000066789 	0.9927648965 
蒜	1197	0.0000066677 	0.9927715642 
攒	1192	0.0000066399 	0.9927782041 
倦	1190	0.0000066287 	0.9927848328 
僧	1190	0.0000066287 	0.9927914615 
踩	1187	0.0000066120 	0.9927980735 
墟	1186	0.0000066064 	0.9928046799 
搁	1184	0.0000065953 	0.9928112752 
寞	1173	0.0000065340 	0.9928178092 
瀑	1172	0.0000065285 	0.9928243377 
捆	1165	0.0000064895 	0.9928308272 
屿	1163	0.0000064783 	0.9928373055 
阀	1160	0.0000064616 	0.9928437671 
膏	1159	0.0000064560 	0.9928502231 
荔	1152	0.0000064170 	0.9928566401 
窖	1151	0.0000064115 	0.9928630516 
寇	1151	0.0000064115 	0.9928694631 
巫	1147	0.0000063892 	0.9928758523 
兜	1141	0.0000063558 	0.9928822081 
涤	1139	0.0000063446 	0.9928885527 
樱	1137	0.0000063335 	0.9928948862 
泻	1135	0.0000063224 	0.9929012086 
刃	1132	0.0000063056 	0.9929075142 
谎	1131	0.0000063001 	0.9929138143 
睁	1125	0.0000062666 	0.9929200809 
傻	1121	0.0000062444 	0.9929263253 
枉	1119	0.0000062332 	0.9929325585 
蜡	1117	0.0000062221 	0.9929387806 
磅	1110	0.0000061831 	0.9929449637 
旷	1107	0.0000061664 	0.9929511301 
隙	1100	0.0000061274 	0.9929572575 
笛	1099	0.0000061218 	0.9929633793 
蹄	1099	0.0000061218 	0.9929695011 
哺	1097	0.0000061107 	0.9929756118 
葫	1096	0.0000061051 	0.9929817169 
柿	1096	0.0000061051 	0.9929878220 
啸	1096	0.0000061051 	0.9929939271 
凸	1095	0.0000060995 	0.9930000266 
斩	1091	0.0000060773 	0.9930061039 
嚣	1090	0.0000060717 	0.9930121756 
捡	1089	0.0000060661 	0.9930182417 
掺	1087	0.0000060550 	0.9930242967 
骏	1082	0.0000060271 	0.9930303238 
殴	1076	0.0000059937 	0.9930363175 
燥	1068	0.0000059491 	0.9930422666 
咋	1068	0.0000059491 	0.9930482157 
碟	1068	0.0000059491 	0.9930541648 
嵌	1065	0.0000059324 	0.9930600972 
晕	1064	0.0000059269 	0.9930660241 
卑	1063	0.0000059213 	0.9930719454 
筝	1056	0.0000058823 	0.9930778277 
豁	1055	0.0000058767 	0.9930837044 
钙	1050	0.0000058489 	0.9930895533 
镐	1050	0.0000058489 	0.9930954022 
羞	1048	0.0000058377 	0.9931012399 
砌	1046	0.0000058266 	0.9931070665 
胖	1042	0.0000058043 	0.9931128708 
吻	1042	0.0000058043 	0.9931186751 
镶	1041	0.0000057987 	0.9931244738 
玫	1031	0.0000057430 	0.9931302168 
呕	1027	0.0000057208 	0.9931359376 
槽	1025	0.0000057096 	0.9931416472 
撕	1024	0.0000057040 	0.9931473512 
拂	1023	0.0000056985 	0.9931530497 
汹	1009	0.0000056205 	0.9931586702 
涩	1008	0.0000056149 	0.9931642851 
酱	1007	0.0000056093 	0.9931698944 
娇	1003	0.0000055871 	0.9931754815 
缀	1001	0.0000055759 	0.9931810574 
呐	1001	0.0000055759 	0.9931866333 
膝	997	0.0000055536 	0.9931921869 
沐	994	0.0000055369 	0.9931977238 
煮	979	0.0000054534 	0.9932031772 
烫	977	0.0000054422 	0.9932086194 
梳	976	0.0000054367 	0.9932140561 
扁	975	0.0000054311 	0.9932194872 
熔	971	0.0000054088 	0.9932248960 
耽	970	0.0000054032 	0.9932302992 
缸	966	0.0000053810 	0.9932356802 
敷	961	0.0000053531 	0.9932410333 
窜	956	0.0000053253 	0.9932463586 
锈	946	0.0000052696 	0.9932516282 
炊	946	0.0000052696 	0.9932568978 
怜	940	0.0000052361 	0.9932621339 
嗓	939	0.0000052306 	0.9932673645 
裙	932	0.0000051916 	0.9932725561 
烛	932	0.0000051916 	0.9932777477 
氢	930	0.0000051804 	0.9932829281 
梧	929	0.0000051749 	0.9932881030 
讶	927	0.0000051637 	0.9932932667 
拣	922	0.0000051359 	0.9932984026 
氮	921	0.0000051303 	0.9933035329 
捏	919	0.0000051192 	0.9933086521 
凳	913	0.0000050857 	0.9933137378 
蔗	912	0.0000050802 	0.9933188180 
暮	912	0.0000050802 	0.9933238982 
勿	910	0.0000050690 	0.9933289672 
谬	905	0.0000050412 	0.9933340084 
痹	905	0.0000050412 	0.9933390496 
秤	904	0.0000050356 	0.9933440852 
掷	903	0.0000050300 	0.9933491152 
赐	899	0.0000050077 	0.9933541229 
芹	897	0.0000049966 	0.9933591195 
耍	890	0.0000049576 	0.9933640771 
茧	889	0.0000049520 	0.9933690291 
讽	887	0.0000049409 	0.9933739700 
澡	887	0.0000049409 	0.9933789109 
啃	882	0.0000049131 	0.9933838240 
槐	882	0.0000049131 	0.9933887371 
姨	874	0.0000048685 	0.9933936056 
琐	872	0.0000048573 	0.9933984629 
惹	871	0.0000048518 	0.9934033147 
烘	864	0.0000048128 	0.9934081275 
浊	863	0.0000048072 	0.9934129347 
泌	862	0.0000048016 	0.9934177363 
竿	858	0.0000047794 	0.9934225157 
搅	853	0.0000047515 	0.9934272672 
卒	848	0.0000047237 	0.9934319909 
叭	847	0.0000047181 	0.9934367090 
孵	845	0.0000047069 	0.9934414159 
侮	842	0.0000046902 	0.9934461061 
脾	838	0.0000046680 	0.9934507741 
枕	835	0.0000046512 	0.9934554253 
盏	834	0.0000046457 	0.9934600710 
痰	834	0.0000046457 	0.9934647167 
贼	832	0.0000046345 	0.9934693512 
扒	831	0.0000046290 	0.9934739802 
茄	830	0.0000046234 	0.9934786036 
唇	829	0.0000046178 	0.9934832214 
蚊	826	0.0000046011 	0.9934878225 
眶	817	0.0000045510 	0.9934923735 
秃	817	0.0000045510 	0.9934969245 
揣	817	0.0000045510 	0.9935014755 
弓	812	0.0000045231 	0.9935059986 
删	811	0.0000045176 	0.9935105162 
屑	796	0.0000044340 	0.9935149502 
敛	796	0.0000044340 	0.9935193842 
捣	792	0.0000044117 	0.9935237959 
禾	791	0.0000044061 	0.9935282020 
廓	791	0.0000044061 	0.9935326081 
饺	790	0.0000044006 	0.9935370087 
炕	788	0.0000043894 	0.9935413981 
狐	787	0.0000043839 	0.9935457820 
譬	787	0.0000043839 	0.9935501659 
逗	782	0.0000043560 	0.9935545219 
哩	779	0.0000043393 	0.9935588612 
滤	778	0.0000043337 	0.9935631949 
乞	776	0.0000043226 	0.9935675175 
佣	773	0.0000043059 	0.9935718234 
髦	767	0.0000042725 	0.9935760959 
棕	767	0.0000042725 	0.9935803684 
脖	760	0.0000042335 	0.9935846019 
龟	757	0.0000042168 	0.9935888187 
煞	750	0.0000041778 	0.9935929965 
疮	749	0.0000041722 	0.9935971687 
梗	740	0.0000041221 	0.9936012908 
烹	738	0.0000041109 	0.9936054017 
匀	737	0.0000041054 	0.9936095071 
氓	736	0.0000040998 	0.9936136069 
跪	735	0.0000040942 	0.9936177011 
堕	734	0.0000040886 	0.9936217897 
榴	725	0.0000040385 	0.9936258282 
劈	725	0.0000040385 	0.9936298667 
绞	723	0.0000040274 	0.9936338941 
蝇	722	0.0000040218 	0.9936379159 
驴	721	0.0000040162 	0.9936419321 
蝉	720	0.0000040107 	0.9936459428 
怠	719	0.0000040051 	0.9936499479 
翘	710	0.0000039550 	0.9936539029 
钮	707	0.0000039382 	0.9936578411 
蚁	706	0.0000039327 	0.9936617738 
嚼	703	0.0000039160 	0.9936656898 
咐	697	0.0000038825 	0.9936695723 
锌	696	0.0000038770 	0.9936734493 
筷	696	0.0000038770 	0.9936773263 
絮	690	0.0000038435 	0.9936811698 
辙	689	0.0000038380 	0.9936850078 
毙	683	0.0000038046 	0.9936888124 
挟	680	0.0000037878 	0.9936926002 
蝴	680	0.0000037878 	0.9936963880 
囚	678	0.0000037767 	0.9937001647 
娶	678	0.0000037767 	0.9937039414 
袍	674	0.0000037544 	0.9937076958 
衅	669	0.0000037266 	0.9937114224 
拌	667	0.0000037154 	0.9937151378 
拙	664	0.0000036987 	0.9937188365 
皱	657	0.0000036597 	0.9937224962 
镀	653	0.0000036374 	0.9937261336 
铀	652	0.0000036319 	0.9937297655 
咳	649	0.0000036152 	0.9937333807 
凄	648	0.0000036096 	0.9937369903 
锯	644	0.0000035873 	0.9937405776 
褒	644	0.0000035873 	0.9937441649 
隘	640	0.0000035650 	0.9937477299 
灸	639	0.0000035595 	0.9937512894 
蹦	637	0.0000035483 	0.9937548377 
杖	637	0.0000035483 	0.9937583860 
惫	631	0.0000035149 	0.9937619009 
皂	629	0.0000035038 	0.9937654047 
腥	627	0.0000034926 	0.9937688973 
亢	627	0.0000034926 	0.9937723899 
坯	626	0.0000034870 	0.9937758769 
瓣	623	0.0000034703 	0.9937793472 
橱	623	0.0000034703 	0.9937828175 
舅	619	0.0000034480 	0.9937862655 
熄	610	0.0000033979 	0.9937896634 
醋	606	0.0000033756 	0.9937930390 
肪	606	0.0000033756 	0.9937964146 
诬	606	0.0000033756 	0.9937997902 
寝	604	0.0000033645 	0.9938031547 
吼	604	0.0000033645 	0.9938065192 
酶	602	0.0000033534 	0.9938098726 
帖	602	0.0000033534 	0.9938132260 
煎	601	0.0000033478 	0.9938165738 
侣	596	0.0000033199 	0.9938198937 
颅	593	0.0000033032 	0.9938231969 
锄	593	0.0000033032 	0.9938265001 
蘑	589	0.0000032809 	0.9938297810 
刁	589	0.0000032809 	0.9938330619 
倚	587	0.0000032698 	0.9938363317 
拇	587	0.0000032698 	0.9938396015 
棺	587	0.0000032698 	0.9938428713 
窍	586	0.0000032642 	0.9938461355 
岔	585	0.0000032587 	0.9938493942 
糙	584	0.0000032531 	0.9938526473 
瞎	584	0.0000032531 	0.9938559004 
渺	581	0.0000032364 	0.9938591368 
贱	577	0.0000032141 	0.9938623509 
馒	577	0.0000032141 	0.9938655650 
锹	576	0.0000032085 	0.9938687735 
吏	574	0.0000031974 	0.9938719709 
哇	569	0.0000031695 	0.9938751404 
嘲	567	0.0000031584 	0.9938782988 
溅	565	0.0000031472 	0.9938814460 
驯	562	0.0000031305 	0.9938845765 
愣	560	0.0000031194 	0.9938876959 
爹	560	0.0000031194 	0.9938908153 
簸	559	0.0000031138 	0.9938939291 
粥	557	0.0000031027 	0.9938970318 
惦	556	0.0000030971 	0.9939001289 
膊	555	0.0000030915 	0.9939032204 
恍	550	0.0000030637 	0.9939062841 
刨	550	0.0000030637 	0.9939093478 
榨	548	0.0000030526 	0.9939124004 
捎	547	0.0000030470 	0.9939154474 
棱	542	0.0000030191 	0.9939184665 
葵	540	0.0000030080 	0.9939214745 
憋	536	0.0000029857 	0.9939244602 
蚂	534	0.0000029746 	0.9939274348 
袜	531	0.0000029579 	0.9939303927 
绊	527	0.0000029356 	0.9939333283 
嚷	524	0.0000029189 	0.9939362472 
筐	524	0.0000029189 	0.9939391661 
姥	522	0.0000029077 	0.9939420738 
肘	520	0.0000028966 	0.9939449704 
凹	519	0.0000028910 	0.9939478614 
侍	518	0.0000028854 	0.9939507468 
痒	515	0.0000028687 	0.9939536155 
胳	515	0.0000028687 	0.9939564842 
蔑	511	0.0000028465 	0.9939593307 
酥	507	0.0000028242 	0.9939621549 
殃	503	0.0000028019 	0.9939649568 
桨	502	0.0000027963 	0.9939677531 
柄	500	0.0000027852 	0.9939705383 
侄	489	0.0000027239 	0.9939732622 
笨	485	0.0000027016 	0.9939759638 
瘟	483	0.0000026905 	0.9939786543 
乖	480	0.0000026738 	0.9939813281 
梢	480	0.0000026738 	0.9939840019 
篱	478	0.0000026626 	0.9939866645 
薰	478	0.0000026626 	0.9939893271 
猿	470	0.0000026181 	0.9939919452 
揪	469	0.0000026125 	0.9939945577 
拴	467	0.0000026014 	0.9939971591 
虏	465	0.0000025902 	0.9939997493 
疙	463	0.0000025791 	0.9940023284 
拧	460	0.0000025624 	0.9940048908 
酌	451	0.0000025122 	0.9940074030 
瘩	451	0.0000025122 	0.9940099152 
淆	447	0.0000024899 	0.9940124051 
屁	445	0.0000024788 	0.9940148839 
膛	445	0.0000024788 	0.9940173627 
磕	444	0.0000024732 	0.9940198359 
瞪	444	0.0000024732 	0.9940223091 
抠	442	0.0000024621 	0.9940247712 
鄙	439	0.0000024454 	0.9940272166 
蛛	439	0.0000024454 	0.9940296620 
趴	437	0.0000024342 	0.9940320962 
馅	437	0.0000024342 	0.9940345304 
咕	434	0.0000024175 	0.9940369479 
粱	432	0.0000024064 	0.9940393543 
哟	430	0.0000023953 	0.9940417496 
瑚	429	0.0000023897 	0.9940441393 
爪	429	0.0000023897 	0.9940465290 
鹊	427	0.0000023785 	0.9940489075 
拄	425	0.0000023674 	0.9940512749 
伺	421	0.0000023451 	0.9940536200 
雹	419	0.0000023340 	0.9940559540 
哦	417	0.0000023228 	0.9940582768 
勺	416	0.0000023173 	0.9940605941 
搀	412	0.0000022950 	0.9940628891 
惋	408	0.0000022727 	0.9940651618 
鲸	406	0.0000022616 	0.9940674234 
蠢	404	0.0000022504 	0.9940696738 
闺	401	0.0000022337 	0.9940719075 
雌	399	0.0000022226 	0.9940741301 
诡	398	0.0000022170 	0.9940763471 
钳	397	0.0000022114 	0.9940785585 
蝗	396	0.0000022059 	0.9940807644 
狸	394	0.0000021947 	0.9940829591 
伶	391	0.0000021780 	0.9940851371 
唾	389	0.0000021669 	0.9940873040 
稠	383	0.0000021334 	0.9940894374 
叨	381	0.0000021223 	0.9940915597 
饪	379	0.0000021112 	0.9940936709 
晾	378	0.0000021056 	0.9940957765 
驮	378	0.0000021056 	0.9940978821 
蹬	375	0.0000020889 	0.9940999710 
囱	374	0.0000020833 	0.9941020543 
拷	374	0.0000020833 	0.9941041376 
狡	373	0.0000020777 	0.9941062153 
嗽	371	0.0000020666 	0.9941082819 
绢	368	0.0000020499 	0.9941103318 
怯	367	0.0000020443 	0.9941123761 
妖	366	0.0000020387 	0.9941144148 
靴	365	0.0000020332 	0.9941164480 
绅	360	0.0000020053 	0.9941184533 
掂	358	0.0000019942 	0.9941204475 
揉	357	0.0000019886 	0.9941224361 
蔼	355	0.0000019775 	0.9941244136 
呜	355	0.0000019775 	0.9941263911 
撇	353	0.0000019663 	0.9941283574 
舵	352	0.0000019608 	0.9941303182 
搓	350	0.0000019496 	0.9941322678 
垢	350	0.0000019496 	0.9941342174 
瞥	350	0.0000019496 	0.9941361670 
茎	350	0.0000019496 	0.9941381166 
捅	350	0.0000019496 	0.9941400662 
眯	349	0.0000019441 	0.9941420103 
疤	348	0.0000019385 	0.9941439488 
倔	346	0.0000019273 	0.9941458761 
镰	345	0.0000019218 	0.9941477979 
谚	344	0.0000019162 	0.9941497141 
憎	341	0.0000018995 	0.9941516136 
菠	337	0.0000018772 	0.9941534908 
缎	335	0.0000018661 	0.9941553569 
绷	335	0.0000018661 	0.9941572230 
惰	332	0.0000018494 	0.9941590724 
珑	328	0.0000018271 	0.9941608995 
嗅	319	0.0000017769 	0.9941626764 
讥	318	0.0000017714 	0.9941644478 
拽	315	0.0000017547 	0.9941662025 
裳	314	0.0000017491 	0.9941679516 
阂	304	0.0000016934 	0.9941696450 
眨	302	0.0000016822 	0.9941713272 
橘	296	0.0000016488 	0.9941729760 
掰	293	0.0000016321 	0.9941746081 
唠	292	0.0000016265 	0.9941762346 
搂	291	0.0000016210 	0.9941778556 
哼	290	0.0000016154 	0.9941794710 
撮	290	0.0000016154 	0.9941810864 
惭	289	0.0000016098 	0.9941826962 
颊	285	0.0000015876 	0.9941842838 
羔	283	0.0000015764 	0.9941858602 
汞	280	0.0000015597 	0.9941874199 
咒	279	0.0000015541 	0.9941889740 
挎	276	0.0000015374 	0.9941905114 
馋	272	0.0000015151 	0.9941920265 
睬	272	0.0000015151 	0.9941935416 
韭	269	0.0000014984 	0.9941950400 
吭	267	0.0000014873 	0.9941965273 
嘿	263	0.0000014650 	0.9941979923 
涕	263	0.0000014650 	0.9941994573 
袄	260	0.0000014483 	0.9942009056 
诧	260	0.0000014483 	0.9942023539 
谤	260	0.0000014483 	0.9942038022 
婶	256	0.0000014260 	0.9942052282 
诽	254	0.0000014149 	0.9942066431 
辫	254	0.0000014149 	0.9942080580 
柠	253	0.0000014093 	0.9942094673 
匕	252	0.0000014037 	0.9942108710 
漱	251	0.0000013982 	0.9942122692 
脓	246	0.0000013703 	0.9942136395 
屎	244	0.0000013592 	0.9942149987 
呻	244	0.0000013592 	0.9942163579 
笆	242	0.0000013480 	0.9942177059 
荀	241	0.0000013425 	0.9942190484 
讹	238	0.0000013257 	0.9942203741 
嫉	238	0.0000013257 	0.9942216998 
唉	236	0.0000013146 	0.9942230144 
吝	232	0.0000012923 	0.9942243067 
屉	230	0.0000012812 	0.9942255879 
酗	228	0.0000012700 	0.9942268579 
俐	222	0.0000012366 	0.9942280945 
蜘	219	0.0000012199 	0.9942293144 
蜓	219	0.0000012199 	0.9942305343 
躇	218	0.0000012143 	0.9942317486 
踌	218	0.0000012143 	0.9942329629 
檬	213	0.0000011865 	0.9942341494 
玖	212	0.0000011809 	0.9942353303 
猾	208	0.0000011586 	0.9942364889 
唆	205	0.0000011419 	0.9942376308 
蜻	203	0.0000011308 	0.9942387616 
抡	202	0.0000011252 	0.9942398868 
窿	200	0.0000011141 	0.9942410009 
肮	196	0.0000010918 	0.9942420927 
糠	195	0.0000010862 	0.9942431789 
掐	194	0.0000010806 	0.9942442595 
剃	194	0.0000010806 	0.9942453401 
哎	182	0.0000010138 	0.9942463539 
啄	180	0.0000010027 	0.9942473566 
蛾	180	0.0000010027 	0.9942483593 
椭	179	0.0000009971 	0.9942493564 
酪	177	0.0000009860 	0.9942503424 
嗦	175	0.0000009748 	0.9942513172 
杈	173	0.0000009637 	0.9942522809 
腮	168	0.0000009358 	0.9942532167 
妒	166	0.0000009247 	0.9942541414 
榷	165	0.0000009191 	0.9942550605 
骡	162	0.0000009024 	0.9942559629 
悯	160	0.0000008913 	0.9942568542 
妓	159	0.0000008857 	0.9942577399 
肛	155	0.0000008634 	0.9942586033 
捶	155	0.0000008634 	0.9942594667 
噢	154	0.0000008578 	0.9942603245 
桅	148	0.0000008244 	0.9942611489 
咙	143	0.0000007966 	0.9942619455 
箩	142	0.0000007910 	0.9942627365 
豌	142	0.0000007910 	0.9942635275 
盹	142	0.0000007910 	0.9942643185 
瘸	138	0.0000007687 	0.9942650872 
蹭	137	0.0000007631 	0.9942658503 
撵	133	0.0000007409 	0.9942665912 
吩	131	0.0000007297 	0.9942673209 
晌	128	0.0000007130 	0.9942680339 
狈	126	0.0000007019 	0.9942687358 
哆	125	0.0000006963 	0.9942694321 
膘	120	0.0000006684 	0.9942701005 
壹	112	0.0000006239 	0.9942707244 
潦	108	0.0000006016 	0.9942713260 
捻	108	0.0000006016 	0.9942719276 
跺	101	0.0000005626 	0.9942724902 
叼	96	0.0000005348 	0.9942730250 
舔	80	0.0000004456 	0.9942734706 
沏	72	0.0000004011 	0.9942738717 
嗯	59	0.0000003287 	0.9942742004 
贰	52	0.0000002897 	0.9942744901 
揍	48	0.0000002674 	0.9942747575 
豺	45	0.0000002507 	0.9942750082 
刽	44	0.0000002451 	0.9942752533 
谗	31	0.0000001727 	0.9942754260 
叁	29	0.0000001615 	0.9942755875 
柒	21	0.0000001170 	0.9942757045 
捌	8	0.0000000446 	0.9942757491 
